,document_id,document_text,entity,gold_answer,pred_answer
123,1013,"ru-1013
ru
2018-07-09
https://regnum.ru/news/polit/2445188.html
МИД РФ: Борис Джонсон не захотел оставаться в «дырявой шлюпке» Терезы Мэй

18:25 REGNUM Официальный представитель МИД России Мария Захарова прокомментировала решение министра иностранных дел Великобритании Бориса Джонсона об уходе с занимаемого поста. Учитывая его лирический склад и любовь к русской литературе, вспомнились строки не вынесла душа поэта, которые хочется завершить на слове позора, написала Мария Захарова на своей странице в Facebook. Она заметила, что российская сторона предупреждала о том, что эта грязная многокомпонентная интрига плачевно закончится для правительства Терезы Мэй , и теперь оставаться в этой дырявой шлюпке не захотел даже британский король политической эксцентрики. Столько врать миру про руку Кремля, агрессию против Великобритании на территории Великобритании, Новичок, ЧМ-2018 и так далее становится уже опасно, констатировала представитель МИД России. По мнению Марии Захаровой, последней каплей послужила история с отравлением в Эймсбери, где, в отличие от инцидента с российскими гражданами в Солсбери, погибла подданная Соединённого Королевства. Перед своим народом отвечать, это не в НАТО сказки рассказывать, отметила Захарова, добавив, что на Даунинг-стрит теперь всё отчётливее проступают контуры правительственного кризиса. Как передавало ИА REGNUM, ранее сегодоня Борис Джонсон подал в отставку с поста главы МИД Великобритании из-за разногласий с Терезой Мэй по плану выхода страны из Европейского союза. Накануне по этим же причинам свои посты покинули министр по вопросам Brexit Дэвид Дэвис и его заместитель. Читайте ранее в этом сюжете: Министр иностранных дел Великобритании Борис Джонсон ушел в отставку Если Вы заметите ошибку в тексте, выделите её и нажмите
",EVT,ЧМ-2018,ЧМ-2018
124,1013,"ru-1013
ru
2018-07-09
https://regnum.ru/news/polit/2445188.html
МИД РФ: Борис Джонсон не захотел оставаться в «дырявой шлюпке» Терезы Мэй

18:25 REGNUM Официальный представитель МИД России Мария Захарова прокомментировала решение министра иностранных дел Великобритании Бориса Джонсона об уходе с занимаемого поста. Учитывая его лирический склад и любовь к русской литературе, вспомнились строки не вынесла душа поэта, которые хочется завершить на слове позора, написала Мария Захарова на своей странице в Facebook. Она заметила, что российская сторона предупреждала о том, что эта грязная многокомпонентная интрига плачевно закончится для правительства Терезы Мэй , и теперь оставаться в этой дырявой шлюпке не захотел даже британский король политической эксцентрики. Столько врать миру про руку Кремля, агрессию против Великобритании на территории Великобритании, Новичок, ЧМ-2018 и так далее становится уже опасно, констатировала представитель МИД России. По мнению Марии Захаровой, последней каплей послужила история с отравлением в Эймсбери, где, в отличие от инцидента с российскими гражданами в Солсбери, погибла подданная Соединённого Королевства. Перед своим народом отвечать, это не в НАТО сказки рассказывать, отметила Захарова, добавив, что на Даунинг-стрит теперь всё отчётливее проступают контуры правительственного кризиса. Как передавало ИА REGNUM, ранее сегодоня Борис Джонсон подал в отставку с поста главы МИД Великобритании из-за разногласий с Терезой Мэй по плану выхода страны из Европейского союза. Накануне по этим же причинам свои посты покинули министр по вопросам Brexit Дэвид Дэвис и его заместитель. Читайте ранее в этом сюжете: Министр иностранных дел Великобритании Борис Джонсон ушел в отставку Если Вы заметите ошибку в тексте, выделите её и нажмите
",EVT,Отставка Дэвида Дэвиса,
125,1013,"ru-1013
ru
2018-07-09
https://regnum.ru/news/polit/2445188.html
МИД РФ: Борис Джонсон не захотел оставаться в «дырявой шлюпке» Терезы Мэй

18:25 REGNUM Официальный представитель МИД России Мария Захарова прокомментировала решение министра иностранных дел Великобритании Бориса Джонсона об уходе с занимаемого поста. Учитывая его лирический склад и любовь к русской литературе, вспомнились строки не вынесла душа поэта, которые хочется завершить на слове позора, написала Мария Захарова на своей странице в Facebook. Она заметила, что российская сторона предупреждала о том, что эта грязная многокомпонентная интрига плачевно закончится для правительства Терезы Мэй , и теперь оставаться в этой дырявой шлюпке не захотел даже британский король политической эксцентрики. Столько врать миру про руку Кремля, агрессию против Великобритании на территории Великобритании, Новичок, ЧМ-2018 и так далее становится уже опасно, констатировала представитель МИД России. По мнению Марии Захаровой, последней каплей послужила история с отравлением в Эймсбери, где, в отличие от инцидента с российскими гражданами в Солсбери, погибла подданная Соединённого Королевства. Перед своим народом отвечать, это не в НАТО сказки рассказывать, отметила Захарова, добавив, что на Даунинг-стрит теперь всё отчётливее проступают контуры правительственного кризиса. Как передавало ИА REGNUM, ранее сегодоня Борис Джонсон подал в отставку с поста главы МИД Великобритании из-за разногласий с Терезой Мэй по плану выхода страны из Европейского союза. Накануне по этим же причинам свои посты покинули министр по вопросам Brexit Дэвид Дэвис и его заместитель. Читайте ранее в этом сюжете: Министр иностранных дел Великобритании Борис Джонсон ушел в отставку Если Вы заметите ошибку в тексте, выделите её и нажмите
",EVT,Brexit,
126,1013,"ru-1013
ru
2018-07-09
https://regnum.ru/news/polit/2445188.html
МИД РФ: Борис Джонсон не захотел оставаться в «дырявой шлюпке» Терезы Мэй

18:25 REGNUM Официальный представитель МИД России Мария Захарова прокомментировала решение министра иностранных дел Великобритании Бориса Джонсона об уходе с занимаемого поста. Учитывая его лирический склад и любовь к русской литературе, вспомнились строки не вынесла душа поэта, которые хочется завершить на слове позора, написала Мария Захарова на своей странице в Facebook. Она заметила, что российская сторона предупреждала о том, что эта грязная многокомпонентная интрига плачевно закончится для правительства Терезы Мэй , и теперь оставаться в этой дырявой шлюпке не захотел даже британский король политической эксцентрики. Столько врать миру про руку Кремля, агрессию против Великобритании на территории Великобритании, Новичок, ЧМ-2018 и так далее становится уже опасно, констатировала представитель МИД России. По мнению Марии Захаровой, последней каплей послужила история с отравлением в Эймсбери, где, в отличие от инцидента с российскими гражданами в Солсбери, погибла подданная Соединённого Королевства. Перед своим народом отвечать, это не в НАТО сказки рассказывать, отметила Захарова, добавив, что на Даунинг-стрит теперь всё отчётливее проступают контуры правительственного кризиса. Как передавало ИА REGNUM, ранее сегодоня Борис Джонсон подал в отставку с поста главы МИД Великобритании из-за разногласий с Терезой Мэй по плану выхода страны из Европейского союза. Накануне по этим же причинам свои посты покинули министр по вопросам Brexit Дэвид Дэвис и его заместитель. Читайте ранее в этом сюжете: Министр иностранных дел Великобритании Борис Джонсон ушел в отставку Если Вы заметите ошибку в тексте, выделите её и нажмите
",PRO,Новичок,Новичок
127,1026,"ru-1026
ru
2018-07-09
http://polit.ru/article/2018/07/09/brexit/
Brexit: потрясающая отставка Дэвиса

Министр Дэвид Дэвис, отвечавший за отделение Британии от ЕС, ушел в отставку в знак протеста против новой стратегии отделения, принятой премьер-министром Британии Терезой Мэй. Это событие оживленно обсуждается в англоязычных СМИ. Большинство комментаторов сходятся на том, что эта отставка большое потрясение для британского правительства. Правда, потрясение скорее потенциальное, нежели состоявшееся. Дэвис, пишет Financial Times , ушел в отставку спустя всего двое суток после того, как Мэй настояла на новой стратегии мягкого отделения, против которой он возражал. Эта отставка представляет собой удар по плану Мэй, который был направлен как раз на то, чтобы стать компромиссом, объединяющим ее команду. Дэвиса в последние месяцы всё больше оттесняли на периферию, отмечает FT. Из-за этого ему раскрыли новую стратегию лишь в последний момент. Всё это выглядело не очень корректно с учетом того, что формально Дэвис всё еще оставался министром по отсоединению от ЕС.

Мягкий вариант стратегии не нравится Дэвису тем, что Мэй таким образом пытается удержать Британию ближе к единому европейскому рынку и таможенному союзу. В таких условиях велика вероятность, что Брюссель теперь будет добиваться от Британии всё больше уступок. Кроме того, принятие нового плана противоречит прежним обещаниям Мэй по-настоящему покинуть еврорынок и таможенный союз. В британском правительстве были опасения, что новый план вызовет протестные отставки. Больше всего этого ожидали от Дэвиса, а также от министра иностранных дел Бориса Джонсона. Джонсон, впрочем, ограничился вербальными инвективами, но никуда уходить не стал. Между тем, курс фунта на отставку Дэвиса практически не отреагировал. Чуть раньше на принятие плана он отреагировал повышением, так как предполагаемый компромисс стабилизирует обстановку. Темой фунта заинтересовался также Bloomberg . Все выходные, отмечает автор, в прессе появлялись красочные заголовки, а в британском правительстве продолжались политические трения по поводу отделения от ЕС. Но курс фунта стерлингов это всё по большому счету игнорировал. Возможно, считает автор, это объясняется тем, что рынки заняли выжидательную позицию. Они сдержанно приветствовали перспективу мягкого сценария, но отставку Дэвиса восприняли лишь как сигнал к тому, что нужно внимательнее следить за развитием событий.

Действительно, отставка Дэвиса может стать началом нового раунда неопределенности. Правительство после прошлогодних выборов и так потеряло преобладание в парламенте. Теперь из-за смены состава ему, вероятно, станет еще труднее договариваться с парламентом. Проблема не в том, что Дэвис покинул кабинет, а в том, что по итогам этой истории 15 парламентских консерваторов, поддерживавших Дэвиса, могут отказаться поддерживать новую стратегию Мэй. Таким образом, оценка ситуации зависит от дальнейшего развития событий, и рынки ждут возможности вынести эту оценку. Для некоторых бывших сторонников членства в ЕС, комментирует BBC , отставка Дэвиса может стать временным облегчением. Изначально кабинет Мэй составлялся по возможности в равной пропорции из сторонников и противников отделения от ЕС. Теперь у сторонников сохранения более тесных связей с ЕС стало меньше оппонентов внутри правительства. Правда, среди тори теперь оживятся противники ЕС, которые будут подчеркивать, что новые план отделения это вовсе не то, что премьер-министр бещала народу.
",PER,Дэвид Дэвис,Дэвид Дэвис
128,1026,"ru-1026
ru
2018-07-09
http://polit.ru/article/2018/07/09/brexit/
Brexit: потрясающая отставка Дэвиса

Министр Дэвид Дэвис, отвечавший за отделение Британии от ЕС, ушел в отставку в знак протеста против новой стратегии отделения, принятой премьер-министром Британии Терезой Мэй. Это событие оживленно обсуждается в англоязычных СМИ. Большинство комментаторов сходятся на том, что эта отставка большое потрясение для британского правительства. Правда, потрясение скорее потенциальное, нежели состоявшееся. Дэвис, пишет Financial Times , ушел в отставку спустя всего двое суток после того, как Мэй настояла на новой стратегии мягкого отделения, против которой он возражал. Эта отставка представляет собой удар по плану Мэй, который был направлен как раз на то, чтобы стать компромиссом, объединяющим ее команду. Дэвиса в последние месяцы всё больше оттесняли на периферию, отмечает FT. Из-за этого ему раскрыли новую стратегию лишь в последний момент. Всё это выглядело не очень корректно с учетом того, что формально Дэвис всё еще оставался министром по отсоединению от ЕС.

Мягкий вариант стратегии не нравится Дэвису тем, что Мэй таким образом пытается удержать Британию ближе к единому европейскому рынку и таможенному союзу. В таких условиях велика вероятность, что Брюссель теперь будет добиваться от Британии всё больше уступок. Кроме того, принятие нового плана противоречит прежним обещаниям Мэй по-настоящему покинуть еврорынок и таможенный союз. В британском правительстве были опасения, что новый план вызовет протестные отставки. Больше всего этого ожидали от Дэвиса, а также от министра иностранных дел Бориса Джонсона. Джонсон, впрочем, ограничился вербальными инвективами, но никуда уходить не стал. Между тем, курс фунта на отставку Дэвиса практически не отреагировал. Чуть раньше на принятие плана он отреагировал повышением, так как предполагаемый компромисс стабилизирует обстановку. Темой фунта заинтересовался также Bloomberg . Все выходные, отмечает автор, в прессе появлялись красочные заголовки, а в британском правительстве продолжались политические трения по поводу отделения от ЕС. Но курс фунта стерлингов это всё по большому счету игнорировал. Возможно, считает автор, это объясняется тем, что рынки заняли выжидательную позицию. Они сдержанно приветствовали перспективу мягкого сценария, но отставку Дэвиса восприняли лишь как сигнал к тому, что нужно внимательнее следить за развитием событий.

Действительно, отставка Дэвиса может стать началом нового раунда неопределенности. Правительство после прошлогодних выборов и так потеряло преобладание в парламенте. Теперь из-за смены состава ему, вероятно, станет еще труднее договариваться с парламентом. Проблема не в том, что Дэвис покинул кабинет, а в том, что по итогам этой истории 15 парламентских консерваторов, поддерживавших Дэвиса, могут отказаться поддерживать новую стратегию Мэй. Таким образом, оценка ситуации зависит от дальнейшего развития событий, и рынки ждут возможности вынести эту оценку. Для некоторых бывших сторонников членства в ЕС, комментирует BBC , отставка Дэвиса может стать временным облегчением. Изначально кабинет Мэй составлялся по возможности в равной пропорции из сторонников и противников отделения от ЕС. Теперь у сторонников сохранения более тесных связей с ЕС стало меньше оппонентов внутри правительства. Правда, среди тори теперь оживятся противники ЕС, которые будут подчеркивать, что новые план отделения это вовсе не то, что премьер-министр бещала народу.
",PER,Тереза Мэй,Тереза Мэй
129,1026,"ru-1026
ru
2018-07-09
http://polit.ru/article/2018/07/09/brexit/
Brexit: потрясающая отставка Дэвиса

Министр Дэвид Дэвис, отвечавший за отделение Британии от ЕС, ушел в отставку в знак протеста против новой стратегии отделения, принятой премьер-министром Британии Терезой Мэй. Это событие оживленно обсуждается в англоязычных СМИ. Большинство комментаторов сходятся на том, что эта отставка большое потрясение для британского правительства. Правда, потрясение скорее потенциальное, нежели состоявшееся. Дэвис, пишет Financial Times , ушел в отставку спустя всего двое суток после того, как Мэй настояла на новой стратегии мягкого отделения, против которой он возражал. Эта отставка представляет собой удар по плану Мэй, который был направлен как раз на то, чтобы стать компромиссом, объединяющим ее команду. Дэвиса в последние месяцы всё больше оттесняли на периферию, отмечает FT. Из-за этого ему раскрыли новую стратегию лишь в последний момент. Всё это выглядело не очень корректно с учетом того, что формально Дэвис всё еще оставался министром по отсоединению от ЕС.

Мягкий вариант стратегии не нравится Дэвису тем, что Мэй таким образом пытается удержать Британию ближе к единому европейскому рынку и таможенному союзу. В таких условиях велика вероятность, что Брюссель теперь будет добиваться от Британии всё больше уступок. Кроме того, принятие нового плана противоречит прежним обещаниям Мэй по-настоящему покинуть еврорынок и таможенный союз. В британском правительстве были опасения, что новый план вызовет протестные отставки. Больше всего этого ожидали от Дэвиса, а также от министра иностранных дел Бориса Джонсона. Джонсон, впрочем, ограничился вербальными инвективами, но никуда уходить не стал. Между тем, курс фунта на отставку Дэвиса практически не отреагировал. Чуть раньше на принятие плана он отреагировал повышением, так как предполагаемый компромисс стабилизирует обстановку. Темой фунта заинтересовался также Bloomberg . Все выходные, отмечает автор, в прессе появлялись красочные заголовки, а в британском правительстве продолжались политические трения по поводу отделения от ЕС. Но курс фунта стерлингов это всё по большому счету игнорировал. Возможно, считает автор, это объясняется тем, что рынки заняли выжидательную позицию. Они сдержанно приветствовали перспективу мягкого сценария, но отставку Дэвиса восприняли лишь как сигнал к тому, что нужно внимательнее следить за развитием событий.

Действительно, отставка Дэвиса может стать началом нового раунда неопределенности. Правительство после прошлогодних выборов и так потеряло преобладание в парламенте. Теперь из-за смены состава ему, вероятно, станет еще труднее договариваться с парламентом. Проблема не в том, что Дэвис покинул кабинет, а в том, что по итогам этой истории 15 парламентских консерваторов, поддерживавших Дэвиса, могут отказаться поддерживать новую стратегию Мэй. Таким образом, оценка ситуации зависит от дальнейшего развития событий, и рынки ждут возможности вынести эту оценку. Для некоторых бывших сторонников членства в ЕС, комментирует BBC , отставка Дэвиса может стать временным облегчением. Изначально кабинет Мэй составлялся по возможности в равной пропорции из сторонников и противников отделения от ЕС. Теперь у сторонников сохранения более тесных связей с ЕС стало меньше оппонентов внутри правительства. Правда, среди тори теперь оживятся противники ЕС, которые будут подчеркивать, что новые план отделения это вовсе не то, что премьер-министр бещала народу.
",PER,Борис Джонсон,Борис Джонсон
130,1026,"ru-1026
ru
2018-07-09
http://polit.ru/article/2018/07/09/brexit/
Brexit: потрясающая отставка Дэвиса

Министр Дэвид Дэвис, отвечавший за отделение Британии от ЕС, ушел в отставку в знак протеста против новой стратегии отделения, принятой премьер-министром Британии Терезой Мэй. Это событие оживленно обсуждается в англоязычных СМИ. Большинство комментаторов сходятся на том, что эта отставка большое потрясение для британского правительства. Правда, потрясение скорее потенциальное, нежели состоявшееся. Дэвис, пишет Financial Times , ушел в отставку спустя всего двое суток после того, как Мэй настояла на новой стратегии мягкого отделения, против которой он возражал. Эта отставка представляет собой удар по плану Мэй, который был направлен как раз на то, чтобы стать компромиссом, объединяющим ее команду. Дэвиса в последние месяцы всё больше оттесняли на периферию, отмечает FT. Из-за этого ему раскрыли новую стратегию лишь в последний момент. Всё это выглядело не очень корректно с учетом того, что формально Дэвис всё еще оставался министром по отсоединению от ЕС.

Мягкий вариант стратегии не нравится Дэвису тем, что Мэй таким образом пытается удержать Британию ближе к единому европейскому рынку и таможенному союзу. В таких условиях велика вероятность, что Брюссель теперь будет добиваться от Британии всё больше уступок. Кроме того, принятие нового плана противоречит прежним обещаниям Мэй по-настоящему покинуть еврорынок и таможенный союз. В британском правительстве были опасения, что новый план вызовет протестные отставки. Больше всего этого ожидали от Дэвиса, а также от министра иностранных дел Бориса Джонсона. Джонсон, впрочем, ограничился вербальными инвективами, но никуда уходить не стал. Между тем, курс фунта на отставку Дэвиса практически не отреагировал. Чуть раньше на принятие плана он отреагировал повышением, так как предполагаемый компромисс стабилизирует обстановку. Темой фунта заинтересовался также Bloomberg . Все выходные, отмечает автор, в прессе появлялись красочные заголовки, а в британском правительстве продолжались политические трения по поводу отделения от ЕС. Но курс фунта стерлингов это всё по большому счету игнорировал. Возможно, считает автор, это объясняется тем, что рынки заняли выжидательную позицию. Они сдержанно приветствовали перспективу мягкого сценария, но отставку Дэвиса восприняли лишь как сигнал к тому, что нужно внимательнее следить за развитием событий.

Действительно, отставка Дэвиса может стать началом нового раунда неопределенности. Правительство после прошлогодних выборов и так потеряло преобладание в парламенте. Теперь из-за смены состава ему, вероятно, станет еще труднее договариваться с парламентом. Проблема не в том, что Дэвис покинул кабинет, а в том, что по итогам этой истории 15 парламентских консерваторов, поддерживавших Дэвиса, могут отказаться поддерживать новую стратегию Мэй. Таким образом, оценка ситуации зависит от дальнейшего развития событий, и рынки ждут возможности вынести эту оценку. Для некоторых бывших сторонников членства в ЕС, комментирует BBC , отставка Дэвиса может стать временным облегчением. Изначально кабинет Мэй составлялся по возможности в равной пропорции из сторонников и противников отделения от ЕС. Теперь у сторонников сохранения более тесных связей с ЕС стало меньше оппонентов внутри правительства. Правда, среди тори теперь оживятся противники ЕС, которые будут подчеркивать, что новые план отделения это вовсе не то, что премьер-министр бещала народу.
",PER,Financial Times,Financial Times
131,1026,"ru-1026
ru
2018-07-09
http://polit.ru/article/2018/07/09/brexit/
Brexit: потрясающая отставка Дэвиса

Министр Дэвид Дэвис, отвечавший за отделение Британии от ЕС, ушел в отставку в знак протеста против новой стратегии отделения, принятой премьер-министром Британии Терезой Мэй. Это событие оживленно обсуждается в англоязычных СМИ. Большинство комментаторов сходятся на том, что эта отставка большое потрясение для британского правительства. Правда, потрясение скорее потенциальное, нежели состоявшееся. Дэвис, пишет Financial Times , ушел в отставку спустя всего двое суток после того, как Мэй настояла на новой стратегии мягкого отделения, против которой он возражал. Эта отставка представляет собой удар по плану Мэй, который был направлен как раз на то, чтобы стать компромиссом, объединяющим ее команду. Дэвиса в последние месяцы всё больше оттесняли на периферию, отмечает FT. Из-за этого ему раскрыли новую стратегию лишь в последний момент. Всё это выглядело не очень корректно с учетом того, что формально Дэвис всё еще оставался министром по отсоединению от ЕС.

Мягкий вариант стратегии не нравится Дэвису тем, что Мэй таким образом пытается удержать Британию ближе к единому европейскому рынку и таможенному союзу. В таких условиях велика вероятность, что Брюссель теперь будет добиваться от Британии всё больше уступок. Кроме того, принятие нового плана противоречит прежним обещаниям Мэй по-настоящему покинуть еврорынок и таможенный союз. В британском правительстве были опасения, что новый план вызовет протестные отставки. Больше всего этого ожидали от Дэвиса, а также от министра иностранных дел Бориса Джонсона. Джонсон, впрочем, ограничился вербальными инвективами, но никуда уходить не стал. Между тем, курс фунта на отставку Дэвиса практически не отреагировал. Чуть раньше на принятие плана он отреагировал повышением, так как предполагаемый компромисс стабилизирует обстановку. Темой фунта заинтересовался также Bloomberg . Все выходные, отмечает автор, в прессе появлялись красочные заголовки, а в британском правительстве продолжались политические трения по поводу отделения от ЕС. Но курс фунта стерлингов это всё по большому счету игнорировал. Возможно, считает автор, это объясняется тем, что рынки заняли выжидательную позицию. Они сдержанно приветствовали перспективу мягкого сценария, но отставку Дэвиса восприняли лишь как сигнал к тому, что нужно внимательнее следить за развитием событий.

Действительно, отставка Дэвиса может стать началом нового раунда неопределенности. Правительство после прошлогодних выборов и так потеряло преобладание в парламенте. Теперь из-за смены состава ему, вероятно, станет еще труднее договариваться с парламентом. Проблема не в том, что Дэвис покинул кабинет, а в том, что по итогам этой истории 15 парламентских консерваторов, поддерживавших Дэвиса, могут отказаться поддерживать новую стратегию Мэй. Таким образом, оценка ситуации зависит от дальнейшего развития событий, и рынки ждут возможности вынести эту оценку. Для некоторых бывших сторонников членства в ЕС, комментирует BBC , отставка Дэвиса может стать временным облегчением. Изначально кабинет Мэй составлялся по возможности в равной пропорции из сторонников и противников отделения от ЕС. Теперь у сторонников сохранения более тесных связей с ЕС стало меньше оппонентов внутри правительства. Правда, среди тори теперь оживятся противники ЕС, которые будут подчеркивать, что новые план отделения это вовсе не то, что премьер-министр бещала народу.
",PER,Bloomberg,Bloomberg
132,1026,"ru-1026
ru
2018-07-09
http://polit.ru/article/2018/07/09/brexit/
Brexit: потрясающая отставка Дэвиса

Министр Дэвид Дэвис, отвечавший за отделение Британии от ЕС, ушел в отставку в знак протеста против новой стратегии отделения, принятой премьер-министром Британии Терезой Мэй. Это событие оживленно обсуждается в англоязычных СМИ. Большинство комментаторов сходятся на том, что эта отставка большое потрясение для британского правительства. Правда, потрясение скорее потенциальное, нежели состоявшееся. Дэвис, пишет Financial Times , ушел в отставку спустя всего двое суток после того, как Мэй настояла на новой стратегии мягкого отделения, против которой он возражал. Эта отставка представляет собой удар по плану Мэй, который был направлен как раз на то, чтобы стать компромиссом, объединяющим ее команду. Дэвиса в последние месяцы всё больше оттесняли на периферию, отмечает FT. Из-за этого ему раскрыли новую стратегию лишь в последний момент. Всё это выглядело не очень корректно с учетом того, что формально Дэвис всё еще оставался министром по отсоединению от ЕС.

Мягкий вариант стратегии не нравится Дэвису тем, что Мэй таким образом пытается удержать Британию ближе к единому европейскому рынку и таможенному союзу. В таких условиях велика вероятность, что Брюссель теперь будет добиваться от Британии всё больше уступок. Кроме того, принятие нового плана противоречит прежним обещаниям Мэй по-настоящему покинуть еврорынок и таможенный союз. В британском правительстве были опасения, что новый план вызовет протестные отставки. Больше всего этого ожидали от Дэвиса, а также от министра иностранных дел Бориса Джонсона. Джонсон, впрочем, ограничился вербальными инвективами, но никуда уходить не стал. Между тем, курс фунта на отставку Дэвиса практически не отреагировал. Чуть раньше на принятие плана он отреагировал повышением, так как предполагаемый компромисс стабилизирует обстановку. Темой фунта заинтересовался также Bloomberg . Все выходные, отмечает автор, в прессе появлялись красочные заголовки, а в британском правительстве продолжались политические трения по поводу отделения от ЕС. Но курс фунта стерлингов это всё по большому счету игнорировал. Возможно, считает автор, это объясняется тем, что рынки заняли выжидательную позицию. Они сдержанно приветствовали перспективу мягкого сценария, но отставку Дэвиса восприняли лишь как сигнал к тому, что нужно внимательнее следить за развитием событий.

Действительно, отставка Дэвиса может стать началом нового раунда неопределенности. Правительство после прошлогодних выборов и так потеряло преобладание в парламенте. Теперь из-за смены состава ему, вероятно, станет еще труднее договариваться с парламентом. Проблема не в том, что Дэвис покинул кабинет, а в том, что по итогам этой истории 15 парламентских консерваторов, поддерживавших Дэвиса, могут отказаться поддерживать новую стратегию Мэй. Таким образом, оценка ситуации зависит от дальнейшего развития событий, и рынки ждут возможности вынести эту оценку. Для некоторых бывших сторонников членства в ЕС, комментирует BBC , отставка Дэвиса может стать временным облегчением. Изначально кабинет Мэй составлялся по возможности в равной пропорции из сторонников и противников отделения от ЕС. Теперь у сторонников сохранения более тесных связей с ЕС стало меньше оппонентов внутри правительства. Правда, среди тори теперь оживятся противники ЕС, которые будут подчеркивать, что новые план отделения это вовсе не то, что премьер-министр бещала народу.
",PER,BBC,BBC
